addressLine1,city,zipCode,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,ownerOccupied,latest_assessment_value,has_cooling,has_garage,has_pool,unit_count,floor_count,exterior_type,roof_type,latest_property_tax,target_price,property_age,price_per_sqft,lot_to_building_ratio,bed_bath_ratio
14540 Nw 16th Dr,Miami,33167,25.90771,-80.225025,Single Family,3.0,1.0,1638.0,15000.0,1953.0,True,109041.0,False,True,False,1,1.0,Concrete Block,Other,1898.0,109041.0,72.0,66.56959706959707,9.157509157509157,3.0
1455 Nw 114th St,Miami,33167,25.879062,-80.223574,Single Family,3.0,1.0,1200.0,6540.0,1957.0,True,75306.0,False,False,False,1,1.0,Concrete Block,Other,1321.0,75306.0,68.0,62.755,5.45,3.0
1255 Nw 124th St,Miami,33167,25.888185,-80.220085,Single Family,2.0,1.0,846.0,7965.0,1949.0,True,57749.0,False,True,False,1,1.0,Concrete Block,Other,630.0,57749.0,76.0,68.2612293144208,9.414893617021276,2.0
1255 Nw 134th St,Miami,33167,25.897266,-80.22051,Single Family,2.0,1.0,943.0,8320.0,1952.0,True,168884.0,False,False,False,1,1.0,Concrete Block,Other,2878.0,168884.0,73.0,179.09225874867445,8.822905620360551,2.0
14821 S River Dr,Miami,33167,25.910039,-80.223526,Single Family,3.0,1.0,1542.0,20000.0,1954.0,True,108954.0,False,False,False,1,1.0,Concrete Block,Other,1107.0,108954.0,71.0,70.65758754863813,12.970168612191959,3.0
1490 Nw 113th Ter,Miami,33167,25.877902,-80.224293,Single Family,3.0,1.0,1178.0,8088.0,1954.0,True,74460.0,False,False,False,1,1.0,Concrete Block,Other,1326.0,74460.0,71.0,63.20882852292021,6.865874363327674,3.0
1260 Nw 117th St,Miami,33167,25.881643,-80.21985,Single Family,2.0,1.0,768.0,6170.0,1948.0,True,269264.0,False,False,False,1,1.0,Concrete Block,Other,5153.0,269264.0,77.0,350.6041666666667,8.033854166666666,2.0
1261 Nw 117th St,Miami,33167,25.882065,-80.219862,Single Family,2.0,1.0,1636.0,6170.0,1951.0,True,135624.0,False,False,False,1,1.0,Concrete Block,Other,2342.0,135624.0,74.0,82.8997555012225,3.771393643031785,2.0
12620 Nw 17th Ave,Miami,33167,25.889939,-80.227354,Single Family,3.0,1.0,851.0,7500.0,1952.0,False,260070.0,False,False,False,1,1.0,Concrete Block,Other,4268.0,260070.0,73.0,305.6051703877791,8.813160987074031,3.0
12630 Nw 22nd Ct,Miami,33167,25.889696,-80.236149,Single Family,3.0,1.0,884.0,7500.0,1952.0,True,52929.0,False,False,False,1,1.0,Concrete Block,Other,1093.0,52929.0,73.0,59.87443438914027,8.484162895927602,3.0
1265 Nw 129th St,Miami,33167,25.892711,-80.220384,Single Family,2.0,1.0,744.0,7680.0,1951.0,True,51098.0,False,False,False,1,1.0,Concrete Block,Other,206.0,51098.0,74.0,68.68010752688173,10.32258064516129,2.0
12725 Nw 13th Ave,Miami,33167,25.890897,-80.220857,Single Family,2.0,1.0,768.0,7500.0,1950.0,False,129798.0,False,True,False,1,1.0,Concrete Block,Other,2603.0,129798.0,75.0,169.0078125,9.765625,2.0
12730 W Randall Park Dr,Miami,33167,25.890908,-80.23058,Single Family,3.0,1.0,1523.0,7575.0,1953.0,True,98849.0,False,False,False,1,1.0,Concrete Block,Other,1720.0,98849.0,72.0,64.90413657255417,4.973736047275115,3.0
12751 Bunker Dr,Miami,33167,25.891331,-80.23921,Single Family,2.0,1.0,572.0,8463.0,1953.0,False,237412.0,False,True,False,1,1.0,Concrete Block,Other,4275.0,237412.0,72.0,415.05594405594405,14.795454545454545,2.0
1275 Nw 118th St,Miami,33167,25.882763,-80.220074,Single Family,2.0,1.0,759.0,6289.0,1953.0,True,73608.0,False,False,False,1,1.0,Concrete Block,Other,1066.0,73608.0,72.0,96.9802371541502,8.285902503293809,2.0
12781 Westview Dr,Miami,33167,25.891354,-80.241658,Single Family,2.0,1.0,832.0,8366.0,1953.0,True,59512.0,False,False,False,1,1.0,Concrete Block,Other,3885.0,59512.0,72.0,71.52884615384616,10.055288461538462,2.0
12801 Nw 17th Pl,Miami,33167,25.891356,-80.228529,Single Family,3.0,1.5,889.0,8100.0,1953.0,True,323678.0,False,False,True,1,1.0,Concrete Block,Other,5530.0,323678.0,72.0,364.0922384701912,9.111361079865016,2.0
1280 Nw 118th St,Miami,33167,25.882343,-80.220254,Land,2.0,1.0,832.0,6170.0,1947.0,True,147971.0,False,False,False,1,1.0,Concrete Block,Other,3234.0,147971.0,78.0,177.8497596153846,7.415865384615385,2.0
12820 Green Ave,Miami,33167,25.891437,-80.240035,Single Family,2.0,1.0,584.0,11526.0,1953.0,True,293814.0,False,False,False,1,1.0,Concrete Block,Other,5148.0,293814.0,72.0,503.10616438356163,19.736301369863014,2.0
12825 E Randall Park Dr,Miami,33167,25.891589,-80.227711,Single Family,3.0,1.0,884.0,7500.0,1953.0,True,142198.0,False,False,False,1,1.0,Concrete Block,Other,2455.0,142198.0,72.0,160.85746606334843,8.484162895927602,3.0
12830 E Randall Park Dr,Miami,33167,25.891767,-80.228205,Single Family,3.0,1.0,884.0,8100.0,1953.0,True,78640.0,False,False,False,1,1.0,Stucco,Other,1377.0,78640.0,72.0,88.95927601809954,9.16289592760181,3.0
12830 Green Ave,Miami,33167,25.891508,-80.240228,Single Family,3.0,2.0,572.0,10580.0,1953.0,True,87437.0,False,False,False,1,1.0,Concrete Block,Other,1138.0,87437.0,72.0,152.8618881118881,18.496503496503497,1.5
12845 E Randall Park Dr,Miami,33167,25.891999,-80.227732,Single Family,3.0,1.0,884.0,7500.0,1953.0,False,256533.0,False,False,False,1,1.0,Concrete Block,Other,4390.0,256533.0,72.0,290.1957013574661,8.484162895927602,3.0
12920 Nw 22nd Ave,Miami,33167,25.892299,-80.23553,Single Family,2.0,1.0,744.0,7743.0,1950.0,False,246705.0,False,False,False,1,1.0,Concrete Block,Other,4315.0,246705.0,75.0,331.59274193548384,10.40725806451613,2.0
12940 Nw 13th Ave,Miami,33167,25.893071,-80.221313,Single Family,2.0,1.0,832.0,7680.0,1952.0,True,67424.0,False,False,False,1,1.0,Concrete Block,Other,699.0,67424.0,73.0,81.03846153846153,9.23076923076923,2.0
1294 Nw 118th St,Miami,33167,25.882331,-80.220436,Single Family,4.0,1.0,1028.0,6760.0,1946.0,True,61515.0,False,False,False,1,1.0,Concrete Block,Other,1246.0,61515.0,79.0,59.83949416342413,6.575875486381323,4.0
13000 Nw 16th Ave,Miami,33167,25.893425,-80.225377,Single Family,3.0,1.0,925.0,9609.0,1952.0,True,65010.0,False,False,False,1,1.0,Concrete Block,Other,682.0,65010.0,73.0,70.28108108108108,10.388108108108108,3.0
13000 Nw 21st Ave,Miami,33167,25.893163,-80.233486,Single Family,2.0,1.0,876.0,7741.0,1959.0,True,169579.0,False,False,False,1,1.0,Concrete Block,Other,2945.0,169579.0,66.0,193.58333333333334,8.83675799086758,2.0
13021 Wood St,Miami,33167,25.893208,-80.241858,Single Family,2.0,1.0,812.0,7882.0,1953.0,True,53521.0,False,False,False,1,1.0,Concrete Block,Other,904.0,53521.0,72.0,65.91256157635468,9.706896551724139,2.0
1320 Nw 124th St,Miami,33167,25.887567,-80.221536,Single Family,2.0,1.0,720.0,7695.0,1949.0,True,124772.0,False,False,False,1,1.0,Concrete Block,Other,2108.0,124772.0,76.0,173.29444444444445,10.6875,2.0
1320 Nw 129th St,Miami,33167,25.892158,-80.221625,Single Family,2.0,1.0,832.0,7680.0,1953.0,True,58567.0,False,False,False,1,1.0,Concrete Block,Other,636.0,58567.0,72.0,70.39302884615384,9.23076923076923,2.0
13230 Nw 19th Ave,Miami,33167,25.895371,-80.231574,Single Family,3.0,1.0,1383.0,8074.0,1954.0,True,134671.0,False,False,True,1,1.0,Concrete Block,Other,1771.0,134671.0,71.0,97.37599421547361,5.838033261026753,3.0
1325 Nw 130th St,Miami,33167,25.893561,-80.221691,Single Family,2.0,1.0,832.0,7500.0,1952.0,True,52798.0,False,False,False,1,1.0,Concrete Block,Other,218.0,52798.0,73.0,63.45913461538461,9.014423076923077,2.0
1326 Nw 120th St,Miami,33167,25.883935,-80.221311,Single Family,2.0,1.0,900.0,6750.0,1956.0,True,58871.0,False,False,False,1,1.0,Concrete Block,Other,2138.0,58871.0,69.0,65.41222222222223,7.5,2.0
1330 Nw 114th St,Miami,33167,25.878716,-80.221354,Single Family,2.0,1.0,938.0,8382.0,1955.0,False,347720.0,False,False,False,1,1.0,Concrete Block,Other,6478.0,347720.0,70.0,370.70362473347546,8.936034115138593,2.0
1330 Nw 116th St,Miami,33167,25.880168,-80.221256,Single Family,2.0,1.0,910.0,6240.0,1951.0,True,68867.0,False,False,False,1,1.0,Concrete Block,Other,1006.0,68867.0,74.0,75.67802197802197,6.857142857142857,2.0
1345 Nw 125th St,Miami,33167,25.889025,-80.221912,Single Family,2.0,1.0,996.0,8100.0,1949.0,True,64663.0,False,False,False,1,1.0,Concrete Block,Other,680.0,64663.0,76.0,64.9226907630522,8.132530120481928,2.0
1350 Nw 113th Ter,Miami,33167,25.878011,-80.221544,Single Family,2.0,1.0,1480.0,6825.0,1955.0,True,191294.0,False,False,False,1,1.0,Concrete Block,Other,3294.0,191294.0,70.0,129.2527027027027,4.611486486486487,2.0
1350 Nw 121st St,Miami,33167,25.88484,-80.221676,Single Family,2.0,1.0,720.0,8910.0,1949.0,True,53799.0,False,False,False,1,1.0,Concrete Block,Other,225.0,53799.0,76.0,74.72083333333333,12.375,2.0
1355 Nw 128th St,Miami,33167,25.891761,-80.222143,Single Family,2.0,1.0,912.0,7680.0,1951.0,True,62923.0,False,False,False,1,1.0,Concrete Block,Other,667.0,62923.0,74.0,68.99451754385964,8.421052631578947,2.0
1375 Nw 116th Ter,Miami,33167,25.881269,-80.222032,Single Family,2.0,1.0,702.0,6240.0,1956.0,True,61476.0,False,False,False,1,1.0,Concrete Block,Other,1197.0,61476.0,69.0,87.57264957264957,8.88888888888889,2.0
1385 Nw 129th St,Miami,33167,25.892533,-80.222814,Single Family,2.0,1.0,858.0,7670.0,1952.0,True,54255.0,False,False,False,1,1.0,Concrete Block,Other,605.0,54255.0,73.0,63.23426573426573,8.93939393939394,2.0
1400 Nw 115th St,Miami,33167,25.879395,-80.222676,Single Family,2.0,1.0,768.0,6985.0,1952.0,True,61529.0,False,False,False,1,1.0,Concrete Block,Other,1246.0,61529.0,73.0,80.11588541666667,9.095052083333334,2.0
1405 Nw 126th St,Miami,33167,25.889928,-80.222154,Single Family,2.0,1.0,960.0,7695.0,1949.0,True,56941.0,False,False,False,1,1.0,Concrete Block,Other,624.0,56941.0,76.0,59.313541666666666,8.015625,2.0
1410 Nw 115th St,Miami,33167,25.879402,-80.22285,Single Family,2.0,1.0,768.0,9810.0,1952.0,True,391084.0,False,True,False,1,1.0,Concrete Block,Other,6687.0,391084.0,73.0,509.2239583333333,12.7734375,2.0
1410 Nw 116th St,Miami,33167,25.880112,-80.222886,Single Family,2.0,1.0,675.0,6240.0,1954.0,True,73836.0,False,False,False,1,1.0,Concrete Block,Other,1278.0,73836.0,71.0,109.38666666666667,9.244444444444444,2.0
1414 Nw 112th St,Miami,33167,25.876492,-80.222781,Single Family,2.0,1.0,896.0,7800.0,1954.0,True,65541.0,False,False,False,1,1.0,Concrete Block,Other,947.0,65541.0,71.0,73.1484375,8.705357142857142,2.0
1414 Nw 113th Ter,Miami,33167,25.877966,-80.222907,Single Family,3.0,1.0,996.0,9555.0,1953.0,True,107418.0,False,True,False,1,1.0,Stucco,Other,1887.0,107418.0,72.0,107.84939759036145,9.593373493975903,3.0
1415 Nw 114th St,Miami,33167,25.879103,-80.222856,Single Family,2.0,1.0,720.0,6540.0,1949.0,True,62767.0,False,False,False,1,1.0,Concrete Block,Other,1235.0,62767.0,76.0,87.1763888888889,9.083333333333334,2.0
1425 Nw 114th St,Miami,33167,25.879096,-80.223025,Single Family,2.0,1.0,843.0,6540.0,1950.0,True,275866.0,False,False,False,1,1.0,Concrete Block,Other,4032.0,275866.0,75.0,327.24317912218265,7.758007117437723,2.0
1436 Nw 112th Ter,Miami,33167,25.877199,-80.223041,Single Family,2.0,1.0,969.0,7950.0,1948.0,True,76335.0,False,False,False,1,1.0,Concrete Block,Other,1056.0,76335.0,77.0,78.77708978328174,8.204334365325078,2.0
1452 Nw 111th St,Miami,33167,25.875507,-80.223476,Single Family,2.0,1.0,768.0,5688.0,1962.0,True,90946.0,False,True,False,1,1.0,Concrete Block,Other,2094.0,90946.0,63.0,118.41927083333333,7.40625,2.0
1460 Nw 112th Ter,Miami,33167,25.87719,-80.223532,Single Family,2.0,1.0,910.0,7875.0,1952.0,True,69268.0,False,True,False,1,1.0,Concrete Block,Other,1248.0,69268.0,73.0,76.11868131868133,8.653846153846153,2.0
1500 Nw 115th St,Miami,33167,25.879338,-80.224663,Single Family,1.0,1.0,648.0,6990.0,1949.0,True,73947.0,False,True,False,1,1.0,Concrete Block,Other,1034.0,73947.0,76.0,114.11574074074075,10.787037037037036,1.0
1510 Nw 123rd St,Miami,33167,25.88659,-80.223309,Single Family,2.0,1.0,720.0,6550.0,1949.0,True,117526.0,False,False,False,1,1.0,Concrete Block,Other,2120.0,117526.0,76.0,163.23055555555555,9.097222222222221,2.0
1515 Nw 127th St,Miami,33167,25.890797,-80.223484,Single Family,3.0,1.0,950.0,10293.0,1952.0,True,65719.0,False,False,False,1,1.0,Concrete Block,Other,687.0,65719.0,73.0,69.1778947368421,10.834736842105263,3.0
1525 Nw 121st St,Miami,33167,25.885298,-80.223405,Single Family,3.0,2.0,846.0,7000.0,1949.0,True,53118.0,False,False,False,1,1.0,Concrete Block,Other,,53118.0,76.0,62.787234042553195,8.274231678486998,1.5
1530 Nw 124th St,Miami,33167,25.887514,-80.223406,Single Family,2.0,1.0,993.0,8082.0,1950.0,True,58145.0,False,False,False,1,1.0,Concrete Block,Other,633.0,58145.0,75.0,58.55488418932528,8.138972809667674,2.0
1530 Nw 130th St,Miami,33167,25.892984,-80.224007,Single Family,3.0,1.0,925.0,9472.0,1952.0,True,74990.0,False,False,False,1,1.0,Concrete Block,Other,753.0,74990.0,73.0,81.07027027027027,10.24,3.0
1545 Nw 121st St,Miami,33167,25.885297,-80.223726,Single Family,2.0,1.0,804.0,6750.0,1950.0,False,56277.0,False,False,False,1,1.0,Concrete Block,Other,620.0,56277.0,75.0,69.99626865671642,8.395522388059701,2.0
1550 Nw 118th St,Miami,33167,25.882164,-80.225549,Single Family,3.0,1.0,1224.0,5300.0,1960.0,True,106336.0,False,True,False,1,1.0,Concrete Block,Other,1337.0,106336.0,65.0,86.87581699346406,4.330065359477124,3.0
1550 Nw 121st St,Miami,33167,25.884763,-80.223777,Single Family,2.0,1.0,720.0,8100.0,1949.0,True,48747.0,False,False,False,1,1.0,Concrete Block,Other,546.0,48747.0,76.0,67.70416666666667,11.25,2.0
1550 Nw 125th St,Miami,33167,25.888414,-80.223855,Single Family,2.0,1.0,825.0,8276.0,1950.0,True,144916.0,False,False,False,1,1.0,Concrete Block,Other,2628.0,144916.0,75.0,175.65575757575758,10.031515151515151,2.0
1560 Nw 121st St,Miami,33167,25.884757,-80.223949,Single Family,2.0,1.0,720.0,8100.0,1949.0,True,130128.0,False,False,False,1,1.0,Concrete Block,Other,2104.0,130128.0,76.0,180.73333333333332,11.25,2.0
1570 Nw 125th St,Miami,33167,25.888397,-80.224253,Single Family,2.0,1.0,825.0,8276.0,1950.0,True,143617.0,False,False,False,1,1.0,Concrete Block,Other,2348.0,143617.0,75.0,174.08121212121213,10.031515151515151,2.0
1575 Nw 123rd St,Miami,33167,25.887106,-80.22418,Single Family,3.0,1.0,792.0,8082.0,1950.0,True,55747.0,False,False,False,1,1.0,Concrete Block,Other,604.0,55747.0,75.0,70.38762626262626,10.204545454545455,3.0
1580 Nw 122nd St,Miami,33167,25.885637,-80.224344,Single Family,3.0,1.0,992.0,6750.0,1956.0,True,58947.0,False,False,False,1,1.0,Concrete Block,Other,639.0,58947.0,69.0,59.422379032258064,6.804435483870968,3.0
1580 Nw 125th St,Miami,33167,25.888403,-80.224427,Single Family,2.0,1.0,825.0,8276.0,1950.0,True,54464.0,False,False,False,1,1.0,Concrete Block,Other,595.0,54464.0,75.0,66.0169696969697,10.031515151515151,2.0
1585 Nw 122nd St,Miami,33167,25.886164,-80.224356,Single Family,2.0,1.0,696.0,7695.0,1949.0,True,51614.0,False,False,False,1,1.0,Concrete Block,Other,210.0,51614.0,76.0,74.1580459770115,11.056034482758621,2.0
1590 Nw 124th St,Miami,33167,25.887564,-80.224657,Single Family,2.0,1.0,825.0,6639.0,1950.0,False,127951.0,False,False,False,1,1.0,Concrete Block,Other,2197.0,127951.0,75.0,155.0921212121212,8.047272727272727,2.0
1615 Nw 114th St,Miami,33167,25.878992,-80.225709,Single Family,2.0,1.0,940.0,5300.0,1954.0,True,263859.0,False,False,False,1,1.0,Concrete Block,Other,4001.0,263859.0,71.0,280.70106382978724,5.638297872340425,2.0
1615 Nw 129th St,Miami,33167,25.892499,-80.225548,Single Family,3.0,1.0,912.0,9600.0,1952.0,False,64352.0,False,False,False,1,1.0,Concrete Block,Other,677.0,64352.0,73.0,70.56140350877193,10.526315789473685,3.0
1615 Nw 130th St,Miami,33167,25.893401,-80.225608,Single Family,3.0,1.0,925.0,9600.0,1952.0,True,67351.0,False,False,False,1,1.0,Concrete Block,Other,699.0,67351.0,73.0,72.81189189189189,10.378378378378379,3.0
1620 Nw 130th St,Miami,33167,25.8929,-80.225794,Single Family,3.0,1.0,925.0,9600.0,1952.0,True,68564.0,False,False,False,1,1.0,Concrete Block,Other,1441.0,68564.0,73.0,74.12324324324324,10.378378378378379,3.0
1627 Nw 116th St,Miami,33167,25.880439,-80.225775,Single Family,2.0,1.0,728.0,5300.0,1945.0,True,45217.0,False,False,False,1,1.0,Concrete Block,Other,1040.0,45217.0,80.0,62.11126373626374,7.28021978021978,2.0
1630 Nw 123rd St,Miami,33167,25.886501,-80.225359,Single Family,2.0,1.0,988.0,7860.0,1954.0,True,57534.0,False,False,False,1,1.0,Concrete Block,Other,629.0,57534.0,71.0,58.23279352226721,7.955465587044534,2.0
1630 Nw 133rd St,Miami,33167,25.895602,-80.226149,Single Family,3.0,1.0,925.0,9472.0,1952.0,True,191703.0,False,True,False,1,1.0,Concrete Block,Other,4408.0,191703.0,73.0,207.24648648648648,10.24,3.0
1631 Nw 114th St,Miami,33167,25.878968,-80.226012,Single Family,2.0,1.0,1158.0,5300.0,1955.0,False,278266.0,False,False,False,1,1.0,Concrete Block,Other,4666.0,278266.0,70.0,240.2987910189983,4.576856649395509,2.0
1635 Nw 121st St,Miami,33167,25.885216,-80.225548,Single Family,2.0,1.0,918.0,6750.0,1949.0,True,53616.0,False,False,False,1,1.0,Concrete Block,Other,224.0,53616.0,76.0,58.40522875816993,7.352941176470588,2.0
1640 Nw 125th St,Miami,33167,25.888345,-80.225913,Single Family,3.0,1.0,950.0,7680.0,1952.0,True,60222.0,False,False,False,1,1.0,Concrete Block,Other,648.0,60222.0,73.0,63.39157894736842,8.08421052631579,3.0
1643 Nw 115th St,Miami,33167,25.879714,-80.225888,Single Family,2.0,1.0,855.0,5300.0,1957.0,True,238586.0,False,False,False,1,1.0,Concrete Block,Other,3638.0,238586.0,68.0,279.04795321637425,6.1988304093567255,2.0
1645 Nw 126th St,Miami,33167,25.889757,-80.225909,Single Family,3.0,1.0,950.0,7380.0,1952.0,True,66786.0,False,False,False,1,1.0,Concrete Block,Other,695.0,66786.0,73.0,70.30105263157894,7.768421052631579,3.0
1645 Nw 134th St,Miami,33167,25.897045,-80.226452,Single Family,3.0,1.0,925.0,9250.0,1952.0,True,162697.0,False,False,False,1,1.0,Concrete Block,Other,2711.0,162697.0,73.0,175.88864864864865,10.0,3.0
1650 Nw 113th Ter,Miami,33167,25.877864,-80.226126,Single Family,4.0,2.0,800.0,9464.0,1957.0,True,325994.0,False,False,False,2,1.0,Concrete Block,Other,4570.0,325994.0,68.0,407.4925,11.83,2.0
1650 Nw 124th St,Miami,33167,25.887416,-80.226032,Single Family,3.0,1.0,920.0,7500.0,1953.0,True,54535.0,False,False,False,1,1.0,Concrete Block,Other,227.0,54535.0,72.0,59.27717391304348,8.152173913043478,3.0
1650 Nw 125th St,Miami,33167,25.888339,-80.226077,Single Family,3.0,1.0,950.0,7680.0,1952.0,True,55236.0,False,False,False,1,1.0,Concrete Block,Other,601.0,55236.0,73.0,58.143157894736845,8.08421052631579,3.0
1660 Nw 128th St,Miami,33167,25.891064,-80.226188,Single Family,3.0,2.0,952.0,9472.0,1952.0,True,75241.0,False,False,False,1,1.0,Concrete Block,Other,759.0,75241.0,73.0,79.03466386554622,9.949579831932773,1.5
1735 Nw 121st St,Miami,33167,25.88513,-80.227842,Single Family,3.0,2.0,851.0,7627.0,1952.0,False,263077.0,False,False,False,1,1.0,Concrete Block,Other,3656.0,263077.0,73.0,309.13866039952995,8.962397179788484,1.5
1737 Nw 112th Ter,Miami,33167,25.877465,-80.227433,Single Family,1.0,1.0,514.0,5300.0,1940.0,True,166524.0,False,False,False,1,1.0,Concrete Block,Other,2760.0,166524.0,85.0,323.97665369649803,10.311284046692608,1.0
1740 Nw 122nd St,Miami,33167,25.885386,-80.228144,Single Family,3.0,1.0,851.0,7500.0,1952.0,True,56972.0,False,False,False,1,1.0,Concrete Block,Other,1197.0,56972.0,73.0,66.94712103407755,8.813160987074031,3.0
1755 Nw 134th St,Miami,33167,25.896962,-80.228225,Single Family,2.0,2.0,1675.0,14000.0,1955.0,True,112520.0,False,False,False,1,1.0,Concrete Block,Other,1887.0,112520.0,70.0,67.17611940298508,8.35820895522388,1.0
1760 Nw 127th St,Miami,33167,25.890115,-80.228505,Single Family,3.0,1.0,851.0,7841.0,1952.0,True,261935.0,False,False,False,1,1.0,Concrete Block,Other,4103.0,261935.0,73.0,307.7967097532315,9.213866039952997,3.0
1765 Nw 113th Ter,Miami,33167,25.878197,-80.227756,Single Family,2.0,1.0,995.0,5724.0,1940.0,True,53545.0,False,False,False,1,1.0,Concrete Block,Other,1059.0,53545.0,85.0,53.814070351758794,5.7527638190954775,2.0
1765 Nw 121st St,Miami,33167,25.885097,-80.228559,Single Family,3.0,1.0,851.0,9681.0,1952.0,True,55007.0,False,False,False,1,1.0,Concrete Block,Other,929.0,55007.0,73.0,64.63807285546416,11.376028202115158,3.0
1766 Nw 110th St,Miami,33167,25.874133,-80.22773,Single Family,2.0,1.0,984.0,7875.0,1944.0,True,257805.0,False,False,False,1,1.0,Concrete Block,Other,4384.0,257805.0,81.0,261.9969512195122,8.003048780487806,2.0
1770 Nw 114th St,Miami,33167,25.878491,-80.227609,Single Family,2.0,1.0,671.0,5300.0,1930.0,True,215577.0,False,True,False,1,1.0,Concrete Block,Other,3536.0,215577.0,95.0,321.27719821162447,7.898658718330849,2.0
1820 Nw 135th St,Miami,33167,25.897302,-80.229836,Single Family,2.0,1.0,962.0,9750.0,1957.0,False,100235.0,False,False,False,1,1.0,Concrete Block,Other,2288.0,100235.0,68.0,104.1943866943867,10.135135135135135,2.0
1830 Nw 112th Ter,Miami,33167,25.876997,-80.229131,Single Family,2.0,1.0,955.0,5300.0,1955.0,True,65310.0,False,False,False,1,1.0,Concrete Block,Other,1222.0,65310.0,70.0,68.38743455497382,5.549738219895288,2.0
1840 Nw 114th St,Miami,33167,25.878443,-80.229328,Single Family,2.0,1.0,878.0,5300.0,1956.0,True,239848.0,False,False,False,1,1.0,Concrete Block,Other,4169.0,239848.0,69.0,273.17539863325743,6.0364464692482915,2.0
1840 Nw 119th St,Miami,33167,25.882563,-80.231014,Condo,2.0,2.0,1000.0,7500.0,1985.0,False,142500.0,False,False,False,1,1.0,Concrete Block,Other,1820.0,142500.0,40.0,142.5,7.5,1.0
1878 Nw 112th Ter,Miami,33167,25.876985,-80.230027,Single Family,3.0,1.0,896.0,5300.0,1935.0,True,251810.0,False,False,False,1,1.0,Concrete Block,Other,3803.0,251810.0,90.0,281.03794642857144,5.915178571428571,3.0
1920 Nw 119th St,Miami,33167,25.882563,-80.231014,Condo,2.0,2.0,1000.0,7500.0,1989.0,True,136200.0,False,False,False,1,1.0,Concrete Block,Other,1755.0,136200.0,36.0,136.2,7.5,1.0
1940 Nw 107th St,Miami,33167,25.871967,-80.231309,Single Family,3.0,3.0,970.0,16332.0,1954.0,True,425189.0,False,False,False,1,1.0,Concrete Block,Other,9110.0,425189.0,71.0,438.33917525773194,16.837113402061856,1.0
2010 Nw 132nd St,Miami,33167,25.89454,-80.232531,Single Family,2.0,1.0,1045.0,7000.0,1955.0,False,263873.0,False,False,False,1,1.0,Concrete Block,Other,4016.0,263873.0,70.0,252.51004784688996,6.698564593301436,2.0
2015 Nw 126th St,Miami,33167,25.889786,-80.23209,Single Family,2.0,1.0,1184.0,8929.0,1950.0,True,64847.0,False,False,False,1,1.0,Concrete Block,Other,1245.0,64847.0,75.0,54.76942567567568,7.541385135135135,2.0
2030 Nw 132nd St,Miami,33167,25.894531,-80.23283,Single Family,2.0,1.0,940.0,7000.0,1956.0,False,280164.0,False,False,False,1,1.0,Concrete Block,Other,4477.0,280164.0,69.0,298.0468085106383,7.446808510638298,2.0
2035 Nw 126th St,Miami,33167,25.88974,-80.232582,Single Family,2.0,1.0,1107.0,7434.0,1950.0,True,84153.0,False,False,False,1,1.0,Concrete Block,Other,2958.0,84153.0,75.0,76.0189701897019,6.715447154471545,2.0
2050 Nw 120th St,Miami,33167,25.883715,-80.232512,Single Family,3.0,1.0,1395.0,8500.0,1950.0,True,87760.0,False,False,False,1,1.0,Concrete Block,Other,1320.0,87760.0,75.0,62.91039426523297,6.093189964157706,3.0
16035 Sw 109th St,Miami,33196,25.666027,-80.455929,Single Family,4.0,2.0,2496.0,7150.0,1993.0,False,585188.0,False,True,False,1,1.0,Concrete Block,Other,9864.0,585188.0,32.0,234.45032051282053,2.8645833333333335,2.0
16940 Sw 142nd Pl,Miami,33177,25.610446,-80.420063,Single Family,3.0,2.0,1406.0,3908.0,1994.0,False,378910.0,False,True,False,1,1.0,Concrete Block,Other,6434.0,378910.0,31.0,269.4950213371266,2.779516358463727,1.5
15251 Sw 26th Ter,Miami,33185,25.742437,-80.44111,Single Family,4.0,3.0,2997.0,5150.0,2003.0,False,641180.0,False,True,False,1,2.0,Stucco,Other,12494.0,641180.0,22.0,213.9406072739406,1.718385051718385,1.3333333333333333
8800 Sw 123rd Ct,Miami,33186,25.684707,-80.397033,Condo,2.0,2.0,1200.0,7500.0,1981.0,False,255700.0,False,False,False,1,1.0,Concrete Block,Other,4139.0,255700.0,44.0,213.08333333333334,6.25,1.0
15034 Sw 109th Ln,Miami,33196,25.66463,-80.438809,Single Family,4.0,2.0,2255.0,4140.0,1988.0,False,450243.0,False,True,False,1,2.0,Stucco,Other,7850.0,450243.0,37.0,199.66430155210642,1.835920177383592,2.0
9240 Sw 157th Pl,Miami,33196,25.680484,-80.448787,Single Family,4.0,3.0,2689.0,5698.0,1996.0,False,617706.0,False,True,False,1,2.0,Concrete Block,Other,10064.0,617706.0,29.0,229.7158795091112,2.1190033469691336,1.3333333333333333
950 Brickell Bay Dr,Miami,33131,25.764988,-80.189707,Condo,2.0,2.0,1101.0,7500.0,2008.0,False,536690.0,False,False,False,1,1.0,Concrete Block,Other,9351.0,536690.0,17.0,487.4568574023615,6.8119891008174385,1.0
13220 Sw 99th Pl,Miami,33176,25.646326,-80.356378,Single Family,3.0,2.0,1867.0,15984.0,1960.0,False,702680.0,False,True,False,1,1.0,Concrete Block,Other,10780.0,702680.0,65.0,376.3685056239957,8.561328334226031,1.5
